SEX,INSR_BEGIN,INSR_END,EFFECTIVE_YR,INSR_TYPE,INSURED_VALUE,PREMIUM,OBJECT_ID,PROD_YEAR,SEATS_NUM,CARRYING_CAPACITY,TYPE_VEHICLE,CCM_TON,MAKE,USAGE,CLAIM_PAID
0,08-Aug-17,07-Aug-18,6,1202,750000,10693.28,5000032552,2008,2,70,Truck,8226,ISUZU,Own Goods,
0,08-Aug-16,07-Aug-17,6,1202,750000,11184.99,5000032552,2008,2,70,Truck,8226,ISUZU,Own Goods,
0,08-Aug-15,07-Aug-16,6,1202,750000,11078.73,5000032552,2008,2,70,Truck,8226,ISUZU,Own Goods,
0,08-Aug-14,07-Aug-15,6,1202,750000,11516.36,5000032552,2008,2,70,Truck,8226,ISUZU,Own Goods,
2,13-Jul-17,12-Jul-18,11,1201,0,608.4,5000032295,1987,4,,Automobile,1681,NISSAN,Private,
2,13-Jul-16,12-Jul-17,11,1201,0,608.4,5000032295,1987,4,,Automobile,1681,NISSAN,Private,
2,13-Jul-15,12-Jul-16,11,1201,0,615.3,5000032295,1987,4,,Automobile,1681,NISSAN,Private,
2,13-Jul-14,12-Jul-15,11,1201,0,615.3,5000032295,1987,4,,Automobile,1681,NISSAN,Private,
0,08-Aug-17,07-Aug-18,6,1202,360000,4762.31,5000032553,2006,2,35,Truck,4334,ISUZU,Own Goods,
0,08-Aug-16,07-Aug-17,6,1202,360000,5051.75,5000032553,2006,2,35,Truck,4334,ISUZU,Own Goods,
0,08-Aug-15,07-Aug-16,6,1202,360000,5114.41,5000032553,2006,2,35,Truck,4334,ISUZU,Own Goods,
0,08-Aug-14,07-Aug-15,6,1202,360000,5383.55,5000032553,2006,2,35,Truck,4334,ISUZU,Own Goods,
0,05-Aug-17,04-Aug-18,95,1202,200000,4672.28,5000032558,1988,4,7,Pick-up,3000,TOYOTA,Own Goods,
0,05-Aug-16,04-Aug-17,95,1202,32000,2734.13,5000032558,1988,4,7,Pick-up,3000,TOYOTA,Own Goods,
0,05-Aug-15,04-Aug-16,95,1202,32000,2746.03,5000032558,1988,4,7,Pick-up,3000,TOYOTA,Own Goods,
0,24-Jul-14,23-Jul-15,95,1202,32000,2746.03,5000032558,1988,4,7,Pick-up,3000,TOYOTA,Own Goods,
0,05-Aug-17,04-Aug-18,95,1202,240000,4564.33,5000032559,2002,4,9,Pick-up,2892,FORD,Own Goods,
0,05-Aug-16,04-Aug-17,95,1202,140400,3469.37,5000032559,2002,4,9,Pick-up,2892,FORD,Own Goods,
0,05-Aug-15,04-Aug-16,95,1202,140400,3471.27,5000032559,2002,4,9,Pick-up,2892,FORD,Own Goods,
0,24-Jul-14,23-Jul-15,95,1202,140400,3294.28,5000032559,2002,4,9,Pick-up,2892,FORD,Own Goods,
0,05-Aug-17,04-Aug-18,95,1202,0,1230.1,5000032565,1986,1,10,Pick-up,3000,PEUGEOT,Own Goods,
0,05-Aug-16,04-Aug-17,95,1202,0,1230.1,5000032565,1986,1,10,Pick-up,3000,PEUGEOT,Own Goods,
0,05-Aug-15,04-Aug-16,95,1202,25600,1237,5000032565,1986,1,10,Pick-up,3000,PEUGEOT,Own Goods,12043.48
0,24-Jul-14,23-Jul-15,95,1202,25600,1237,5000032565,1986,1,10,Pick-up,3000,PEUGEOT,Own Goods,
0,08-Jul-16,07-Jul-17,94,1202,200000,99.18,5000032584,1984,0,50,Tractor,0,TOMSON,Agricultural Own Farm,
0,08-Jul-15,07-Jul-16,94,1202,0,94.18,5000032584,1984,0,50,Tractor,0,TOMSON,Agricultural Own Farm,
0,08-Jul-14,07-Jul-15,94,1202,0,106.73,5000032584,1984,0,50,Tractor,0,TOMSON,Agricultural Own Farm,
0,08-Jul-16,07-Jul-17,94,1202,200000,94.18,5000032585,1984,1,7,Tractor,0,TOMSON,Agricultural Own Farm,
0,08-Jul-15,07-Jul-16,94,1202,0,94.18,5000032585,1984,1,7,Tractor,0,TOMSON,Agricultural Own Farm,
0,08-Jul-14,07-Jul-15,94,1202,0,106.73,5000032585,1984,1,7,Tractor,0,TOMSON,Agricultural Own Farm,
0,05-Aug-17,04-Aug-18,95,1202,450000,10052.66,5000032586,2008,14,14,Bus,2986,TOYOTA,Own service,
0,05-Aug-16,04-Aug-17,95,1202,233600,6375.25,5000032586,2008,14,14,Bus,2986,TOYOTA,Own service,
0,05-Aug-15,04-Aug-16,95,1202,233600,5046.59,5000032586,2008,14,14,Bus,2986,TOYOTA,Own service,30949.98
0,24-Jul-14,23-Jul-15,95,1202,233600,4888.93,5000032586,2008,14,14,Bus,2986,TOYOTA,Own service,
1,04-Aug-17,03-Aug-18,5/,1201,610103.85,6588.54,5000032312,1993,4,,Station Wagones,4164,TOYOTA,Private,
1,04-Aug-16,03-Aug-17,5/,1201,610103.85,6263.98,5000032312,1993,4,,Station Wagones,4164,TOYOTA,Private,
1,04-Aug-15,03-Aug-16,5/,1201,610103.85,5946.33,5000032312,1993,4,,Station Wagones,4164,TOYOTA,Private,
1,03-Aug-14,02-Aug-15,5/,1201,610103.85,5946.33,5000032312,1993,4,,Station Wagones,4164,TOYOTA,Private,
2,09-Oct-14,08-Oct-15,92,1201,0,548.2,5000032314,1969,4,,Automobile,1290,PEUGEOT,Private,
0,05-Aug-17,04-Aug-18,95,1202,250000,9438.28,5000032592,1998,11,11,Bus,1996,TOYOTA,Own service,75498.18
0,05-Aug-16,04-Aug-17,95,1202,58240,2881.16,5000032592,1998,11,11,Bus,1996,TOYOTA,Own service,31900
0,05-Aug-15,04-Aug-16,95,1202,58240,3295.65,5000032592,1998,11,11,Bus,1996,TOYOTA,Own service,
0,24-Jul-14,23-Jul-15,95,1202,58240,2378.57,5000032592,1998,11,11,Bus,1996,TOYOTA,Own service,17250
0,05-Aug-17,04-Aug-18,95,1202,0,3359.8,5000032596,1986,44,44,Bus,3000,FIAT,Own service,
0,05-Aug-16,04-Aug-17,95,1202,0,3254.92,5000032596,1986,44,44,Bus,3000,FIAT,Own service,
0,05-Aug-15,04-Aug-16,95,1202,192000,7066.93,5000032596,1986,44,44,Bus,3000,FIAT,Own service,
0,24-Jul-14,23-Jul-15,95,1202,192000,7369.41,5000032596,1986,44,44,Bus,3000,FIAT,Own service,
0,05-Aug-17,04-Aug-18,95,1202,1200000,23204.81,5000032600,2007,61,61,Bus,3000,MERCEDES,Own service,40720
0,05-Aug-16,04-Aug-17,95,1202,490576.6,10690.05,5000032600,2007,61,61,Bus,3000,MERCEDES,Own service,
0,05-Aug-15,04-Aug-16,95,1202,490576.6,12460.71,5000032600,2007,61,61,Bus,3000,MERCEDES,Own service,
0,24-Jul-14,23-Jul-15,95,1202,490576.6,10696.95,5000032600,2007,61,61,Bus,3000,MERCEDES,Own service,
0,05-Sep-15,04-Sep-16,12,1202,0,4333.79,5000032602,1979,1,87,Truck,11548,FIAT,General Cartage,
0,04-Sep-14,03-Sep-15,12,1202,0,4147.58,5000032602,1979,1,87,Truck,11548,FIAT,General Cartage,
0,22-Mar-17,21-Mar-18,12,1202,0,3694,5000032608,1982,2,134,Truck,11580,MERCEEDES,General Cartage,
0,05-Sep-15,04-Sep-16,12,1202,0,3690.9,5000032608,1982,2,134,Truck,11580,MERCEEDES,General Cartage,
0,04-Sep-14,03-Sep-15,12,1202,0,3268.08,5000032608,1982,2,134,Truck,11580,MERCEEDES,General Cartage,
0,08-Jul-17,07-Jul-18,84,1201,22174.29,617.25,5000032642,2005,1,,Motor-cycle,1300,SUZUKI,Private,
0,08-Jul-16,07-Jul-17,84,1201,22174.29,629.755,5000032642,2005,1,,Motor-cycle,1300,SUZUKI,Private,
0,08-Jul-15,07-Jul-16,84,1201,22174.29,636.655,5000032642,2005,1,,Motor-cycle,1300,SUZUKI,Private,
0,08-Jul-14,07-Jul-15,84,1201,22174.29,621.275,5000032642,2005,1,,Motor-cycle,1300,SUZUKI,Private,
0,08-Jul-17,07-Jul-18,84,1201,215201.18,2508.62,5000032643,2003,5,,Automobile,1586,SUZUKI,Private,
0,08-Jul-16,07-Jul-17,84,1201,215201.18,2614.72,5000032643,2003,5,,Automobile,1586,SUZUKI,Private,
0,08-Jul-15,07-Jul-16,84,1201,215201.18,2798.47,5000032643,2003,5,,Automobile,1586,SUZUKI,Private,
0,08-Jul-14,07-Jul-15,84,1201,215201.18,2954.459,5000032643,2003,5,,Automobile,1586,SUZUKI,Private,
0,08-Jul-16,07-Jul-17,94,1202,160397,2405.96,5000032647,2001,4,7,Pick-up,2499,FORD,Own Goods,
0,08-Jul-15,07-Jul-16,94,1202,160397,2581.35,5000032647,2001,4,7,Pick-up,2499,FORD,Own Goods,
0,08-Jul-14,07-Jul-15,94,1202,160397,4637.64,5000032647,2001,4,7,Pick-up,2499,FORD,Own Goods,
0,08-Jul-14,07-Jul-15,94,1202,65000,2754.28,5000032650,1984,4,7,Pick-up,3000,MITSUBISHI,Own Goods,
0,08-Jul-17,07-Jul-18,9,1202,567149,19962.87,5000032691,2003,44,44,Bus,8071,MERCEEDES,Fare Paying Passengers,
0,08-Jul-15,07-Jul-16,9,1202,567149,18596.24,5000032691,2003,44,44,Bus,8071,MERCEEDES,Fare Paying Passengers,
0,08-Jul-14,07-Jul-15,9,1202,1200000,31710.37,5000032691,2003,44,44,Bus,8071,MERCEEDES,Fare Paying Passengers,
0,08-Aug-17,07-Aug-18,11,1202,800000,10676.45,5000029785,2009,25,0,Bus,4214,MITSUBISHI,Own service,
0,08-Aug-16,07-Aug-17,11,1202,600000,8901.65,5000029785,2009,25,0,Bus,4214,MITSUBISHI,Own service,
0,08-Aug-15,07-Aug-16,11,1202,600000,8906.65,5000029785,2009,25,0,Bus,4214,MITSUBISHI,Own service,
0,08-Aug-14,07-Aug-15,11,1202,533990.78,8825.98,5000029785,2009,25,0,Bus,4214,MITSUBISHI,Own service,
2,22-Sep-17,21-Sep-18,0,1201,68000,1465.29,5000030524,1988,4,,Automobile,1295,TOYOTA,Private,
2,22-Sep-16,21-Sep-17,0,1201,68000,1465.29,5000030524,1988,4,,Automobile,1295,TOYOTA,Private,
2,22-Sep-15,21-Sep-16,0,1201,68000,1443.7,5000030524,1988,4,,Automobile,1295,TOYOTA,Private,
2,03-Sep-14,02-Sep-15,0,1201,68000,1472.19,5000030524,1988,4,,Automobile,1295,TOYOTA,Private,
1,12-Nov-16,11-Nov-17,10,1202,2800000,32041.23,5000031364,2010,1,155.9,Truck,12880,IVECO,General Cartage,199971.9
1,12-Nov-15,11-Nov-16,10,1202,2800000,21073.05,5000031364,2010,1,155.9,Truck,12880,IVECO,General Cartage,355179.5
1,12-Nov-14,11-Nov-15,10,1202,2800000,42452,5000031364,2010,1,155.9,Truck,12880,IVECO,General Cartage,
0,08-Jul-17,07-Jul-18,12,1201,120000,4372.6,5000031381,1986,4,,Automobile,1300,TOYOTA,Private,30705
0,08-Jul-16,07-Jul-17,12,1201,120000,4372.6,5000031381,1986,4,,Automobile,1300,TOYOTA,Private,5100
0,08-Jul-15,07-Jul-16,12,1201,120000,3410.02,5000031381,1986,4,,Automobile,1300,TOYOTA,Private,28225
0,08-Jul-14,07-Jul-15,12,1201,120000,3629.63,5000031381,1986,4,,Automobile,1300,TOYOTA,Private,
0,08-Jul-17,07-Jul-18,12,1201,268000,3213.05,5000031382,2005,4,,Automobile,1295,TOYOTA,Private,
0,08-Jul-16,07-Jul-17,12,1201,268000,3469.44,5000031382,2005,4,,Automobile,1295,TOYOTA,Private,
0,08-Jul-15,07-Jul-16,12,1201,268000,3732.72,5000031382,2005,4,,Automobile,1295,TOYOTA,Private,
0,08-Jul-14,07-Jul-15,12,1201,268000,4035.01,5000031382,2005,4,,Automobile,1295,TOYOTA,Private,
0,08-Jul-14,07-Jul-15,3,1201,280000,4121.684,5000031397,1982,9,,Station Wagones,4164,TOYOTA,Private,
0,08-Jul-15,07-Jul-16,94,1202,279768,4202.02,5000031399,2006,1,34,Truck,4164,TOYOTA,Own Goods,
0,08-Jul-14,07-Jul-15,3,1201,279768.19,6449.284,5000031399,2006,1,34,Truck,4164,TOYOTA,Own Goods,
0,08-Jul-15,07-Jul-16,3,1201,540000,6979,5000031401,2003,10,,Station Wagones,4169,NISSAN,Private,
0,08-Jul-14,07-Jul-15,3,1201,540000,7194.754,5000031401,2003,10,,Station Wagones,4169,NISSAN,Private,
0,08-Jul-16,07-Jul-17,94,1202,279000,4298.75,5000031402,1999,2,10,Pick-up,4164,TOYOTA,Own Goods,
0,08-Jul-15,07-Jul-16,94,1202,279000,4634.89,5000031402,1999,2,10,Pick-up,4164,TOYOTA,Own Goods,
0,08-Jul-14,07-Jul-15,3,1201,279000,7606.294,5000031402,1999,2,10,Pick-up,4164,TOYOTA,Own Goods,
0,08-Jul-15,07-Jul-16,94,1202,279768,4725.88,5000031406,2006,1,34,Truck,4164,TOYOTA,Own Goods,
0,08-Jul-14,07-Jul-15,3,1201,279768,7614.444,5000031406,2006,1,34,Truck,4164,TOYOTA,Own Goods,
0,01-Jul-17,30-Jun-18,8,1202,450000,5183.08,5000031415,1998,44,44,Bus,5861,FIAT,Own service,
0,01-Jul-16,30-Jun-17,8,1202,450000,5188.08,5000031415,1998,44,44,Bus,5861,FIAT,Own service,
0,01-Jul-15,30-Jun-16,8,1202,450000,6771.61,5000031415,1998,44,44,Bus,5861,FIAT,Own service,
0,01-Jul-14,30-Jun-15,8,1202,450000,2858.23,5000031415,1998,44,44,Bus,5861,FIAT,Own service,
0,01-Jul-17,30-Jun-18,8,1202,270000,4550.19,5000031417,2003,11,11,Bus,2779,TOYOTA,Own service,
0,01-Jul-16,30-Jun-17,8,1202,270000,4550.19,5000031417,2003,11,11,Bus,2779,TOYOTA,Own service,11300
0,01-Jul-15,30-Jun-16,8,1202,270000,4358.33,5000031417,2003,11,11,Bus,2779,TOYOTA,Own service,32767.9
0,01-Jul-14,30-Jun-15,8,1202,270000,1276.18,5000031417,2003,11,11,Bus,2779,TOYOTA,Own service,
0,01-Jul-17,30-Jun-18,8,1202,511779.63,5903.12,5000031418,2009,11,11,Bus,2494,TOYOTA,Own service,52000
0,01-Jul-16,30-Jun-17,8,1202,511779.63,5908.12,5000031418,2009,11,11,Bus,2494,TOYOTA,Own service,
0,01-Jul-15,30-Jun-16,8,1202,511779.63,6936.69,5000031418,2009,11,11,Bus,2494,TOYOTA,Own service,75265
0,01-Jul-14,30-Jun-15,8,1202,511779.63,12247.47,5000031418,2009,11,11,Bus,2494,TOYOTA,Own service,
0,22-Jul-15,21-Jul-16,80,1202,250000,8099,5000031514,1993,4,7,Pick-up,2950,TOYOTA,Own Goods,
0,22-Jul-14,21-Jul-15,80,1202,270000,8702.02,5000031514,1993,4,7,Pick-up,2950,TOYOTA,Own Goods,
0,22-Jul-17,21-Jul-18,80,1202,1089259,34393.91,5000031519,2009,1,171,Truck,0,MERCEEDES,Own Goods,
0,22-Jul-16,21-Jul-17,80,1202,1089259,34388.91,5000031519,2009,1,171,Truck,0,MERCEEDES,Own Goods,
0,22-Jul-15,21-Jul-16,80,1202,1089259,34395.81,5000031519,2009,1,171,Truck,0,MERCEEDES,Own Goods,8000
0,22-Jul-14,21-Jul-15,80,1202,1089258,34449.59,5000031519,2009,1,171,Truck,0,MERCEEDES,Own Goods,4250
0,22-Jul-17,21-Jul-18,80,1202,1089259,34388.91,5000031521,2009,1,171,Truck,0,MERCEDES,Own Goods,
0,22-Jul-16,21-Jul-17,80,1202,1089259,34388.91,5000031521,2009,1,171,Truck,0,MERCEDES,Own Goods,11739.13
0,22-Jul-15,21-Jul-16,80,1202,1089259,34517.91,5000031521,2009,1,171,Truck,0,MERCEDES,Own Goods,
0,22-Jul-14,21-Jul-15,80,1202,1089258,34571.69,5000031521,2009,1,171,Truck,0,MERCEDES,Own Goods,
0,22-Jul-17,21-Jul-18,80,1202,626900,20446.52,5000031523,2009,1,96,Truck,0,IVECO,Own Goods,
0,22-Jul-16,21-Jul-17,80,1202,626900,20446.52,5000031523,2009,1,96,Truck,0,IVECO,Own Goods,
0,22-Jul-15,21-Jul-16,80,1202,626900,20458.42,5000031523,2009,1,96,Truck,0,IVECO,Own Goods,327998.8
0,22-Jul-14,21-Jul-15,80,1202,626900,20484.39,5000031523,2009,1,96,Truck,0,IVECO,Own Goods,
0,17-Jul-15,16-Jul-16,11,1202,276376.56,8336.7,5000031905,1992,2,147,Truck,11630,FIAT,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,276376.56,7335.03,5000031905,1992,2,147,Truck,11630,FIAT,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,272376.56,8384.93,5000031907,1982,2,147,Truck,11630,DAF,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,272376.56,8411.02,5000031907,1982,2,147,Truck,11630,DAF,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,100000,1762.64,5000031908,1992,0,141,Trailers and semitrailers,5600,FARID,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,50000,1635.27,5000031908,1992,0,141,Trailers and semitrailers,5600,FARID,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,100000,3237.86,5000031918,1981,0,170,Trailers and semitrailers,0,VIBERTI,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,50000,1642.45,5000031918,1981,0,170,Trailers and semitrailers,0,VIBERTI,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,100000,1407.97,5000031925,1992,0,141,Trailers and semitrailers,5600,FARID,General Cartage,214155
0,17-Jul-14,16-Jul-15,11,1202,50000,1635.27,5000031925,1992,0,141,Trailers and semitrailers,5600,FARID,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,100000,2070.08,5000031926,1992,0,141,Trailers and semitrailers,5600,FARID,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,50000,1635.27,5000031926,1992,0,141,Trailers and semitrailers,5600,FARID,General Cartage,16413.5
0,17-Jul-15,16-Jul-16,11,1202,100000,1763.74,5000031927,1992,0,141,Trailers and semitrailers,5600,FARID,General Cartage,20733.4
0,17-Jul-14,16-Jul-15,11,1202,50000,1640.77,5000031927,1992,0,141,Trailers and semitrailers,5600,FARID,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,324000,2038.85,5000031930,1992,0,141,Trailers and semitrailers,0,FARID,General Cartage,12554.35
0,17-Jul-14,16-Jul-15,11,1202,324000,5991.71,5000031930,1992,0,141,Trailers and semitrailers,0,FARID,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,100000,1939.41,5000031931,1988,0,133,Trailers and semitrailers,5600,FARID,Own Goods,
0,17-Jul-14,16-Jul-15,11,1202,50000,1525.27,5000031931,1988,0,133,Trailers and semitrailers,5600,FARID,Own Goods,
0,17-Jul-15,16-Jul-16,11,1202,100000,1856.7,5000031932,1986,0,248,Trailers and semitrailers,5600,FARID,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,50000,1635.27,5000031932,1986,0,248,Trailers and semitrailers,5600,FARID,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,100000,3828.67,5000031933,1988,0,174,Trailers and semitrailers,0,VIBERTI,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,50000,1645.23,5000031933,1988,0,174,Trailers and semitrailers,0,VIBERTI,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,100000,1762.64,5000031936,1992,0,141,Trailers and semitrailers,0,FARID,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,50000,1635.27,5000031936,1992,0,141,Trailers and semitrailers,0,FARID,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,276376.56,6666.72,5000031939,1992,2,147,Truck,11630,FIAT,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,276376.56,7335.03,5000031939,1992,2,147,Truck,11630,FIAT,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,100000,1686.67,5000031947,1992,0,141,Trailers and semitrailers,0,FARID,General Cartage,20750
0,17-Jul-14,16-Jul-15,11,1202,50000,1642.45,5000031947,1992,0,141,Trailers and semitrailers,0,FARID,General Cartage,
0,17-Jul-15,16-Jul-16,11,1202,276376.56,6939.84,5000031955,1992,2,147,Truck,11630,FIAT,General Cartage,
0,17-Jul-14,16-Jul-15,11,1202,276376.56,7335.03,5000031955,1992,2,147,Truck,11630,FIAT,General Cartage,32827
0,08-Jul-16,07-Jul-17,9,1202,354598.17,11250.48,5000032694,2007,26,0,Bus,4214,MITSUBISHI,Fare Paying Passengers,
0,08-Jul-15,07-Jul-16,9,1202,354598.17,11901.74,5000032694,2007,26,0,Bus,4214,MITSUBISHI,Fare Paying Passengers,
0,08-Jul-14,07-Jul-15,9,1202,354598.13,12505.91,5000032694,2007,26,0,Bus,4214,MITSUBISHI,Fare Paying Passengers,
0,01-Jul-17,30-Jun-18,6,1202,1661328.77,9810.9,5000032705,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-16,30-Jun-17,6,1202,1661328.77,9570.22,5000032705,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-15,30-Jun-16,6,1202,1661328.77,10218.94,5000032705,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-14,30-Jun-15,6,1202,1661328.77,10860.76,5000032705,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-17,30-Jun-18,6,1202,1661328.77,16309.31,5000032709,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-16,30-Jun-17,6,1202,1661328.77,13607.66,5000032709,2010,1,133,Truck,11596,HOWO,Own Goods,
0,01-Jul-15,30-Jun-16,6,1202,1661328.77,14358.26,5000032709,2010,1,133,Truck,11596,HOWO,Own Goods,
2,30-Jul-17,29-Jul-18,96,1201,120000,541.3,5000029738,1984,4,,Automobile,1295,TOYOTA,Private,
2,30-Jul-16,29-Jul-17,96,1201,120000,541.3,5000029738,1984,4,,Automobile,1295,TOYOTA,Private,
2,19-Jul-15,18-Jul-16,96,1201,120000,548.2,5000029738,1984,4,,Automobile,1295,TOYOTA,Private,
2,20-Jul-14,19-Jul-15,96,1201,120000,1728,5000029738,1984,4,,Automobile,1295,TOYOTA,Private,
1,11-Feb-18,10-Feb-19,7,1201,0,541.3,5000030633,1975,4,,Automobile,1300,TOYOTA,Private,
1,11-Feb-17,10-Feb-18,7,1201,0,541.3,5000030633,1975,4,,Automobile,1300,TOYOTA,Private,
1,11-Feb-16,10-Feb-17,7,1201,0,548.2,5000030633,1975,4,,Automobile,1300,TOYOTA,Private,
1,11-Feb-15,10-Feb-16,7,1201,0,548.2,5000030633,1975,4,,Automobile,1300,TOYOTA,Private,
1,17-Sep-17,16-Sep-18,6,1201,200000,3034.3,5000030637,1989,4,,Automobile,1295,TOYOTA,Private,
1,17-Sep-16,16-Sep-17,6,1201,200000,2909.9,5000030637,1989,4,,Automobile,1295,TOYOTA,Private,
1,10-Sep-15,09-Sep-16,6,1201,200000,3212.25,5000030637,1989,4,,Automobile,1295,TOYOTA,Private,
1,17-Jul-14,16-Jul-15,6,1201,200000,2869.08,5000030637,1989,4,,Automobile,1295,TOYOTA,Private,
0,27-Jul-16,26-Jul-17,13,1202,121000,1663.36,5000032221,1996,4,7,Pick-up,1996,MITSUBISHI,Own Goods,
0,28-Aug-15,26-Jul-16,13,1202,121000,1590.24,5000032221,1996,4,7,Pick-up,1996,MITSUBISHI,Own Goods,
0,28-Aug-14,27-Aug-15,13,1202,121000,1641.71,5000032221,1996,4,7,Pick-up,1996,MITSUBISHI,Own Goods,
0,27-Jul-16,26-Jul-17,13,1202,121000,1668.36,5000032224,1996,4,7,Pick-up,1996,MITSUBISHI,Own Goods,
0,28-Aug-15,26-Jul-16,13,1202,121000,1590.24,5000032224,1996,4,7,Pick-up,1996,MITSUBISHI,Own Goods,
0,28-Aug-14,27-Aug-15,13,1202,121000,1651.71,5000032224,1996,4,7,Pick-up,1996,MITSUBISHI,Own Goods,
0,07-Aug-17,06-Aug-18,11,1202,300000,4551.43,5000032441,1998,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,22-Aug-17,21-Aug-18,13,1202,400000,3682.98,5000032441,1998,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,07-Aug-16,06-Aug-17,11,1202,0,721.75,5000032441,1998,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,22-Aug-16,21-Aug-17,13,1202,400000,4775.59,5000032441,1998,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,07-Aug-15,06-Aug-16,11,1202,0,731.75,5000032441,1998,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,22-Aug-15,21-Aug-16,13,1202,400000,5065.15,5000032441,1998,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,22-Aug-14,21-Aug-15,13,1202,235000,3752.16,5000032441,1998,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,07-Aug-14,06-Aug-15,11,1202,0,721.75,5000032441,1998,4,7,Pick-up,2000,MITSUBISHI,Own Goods,
0,23-Jul-17,22-Jul-18,11,1202,350000,4363.54,5000032446,2002,4,6,Pick-up,1997,MITSUBISHI,Own Goods,
0,23-Jul-16,22-Jul-17,11,1202,300000,5227.6,5000032446,2002,4,6,Pick-up,1997,MITSUBISHI,Own Goods,
0,23-Jul-15,22-Jul-16,11,1202,300000,5232.6,5000032446,2002,4,6,Pick-up,1997,MITSUBISHI,Own Goods,
0,23-Jul-14,22-Jul-15,11,1202,235000,3207.28,5000032446,2002,4,6,Pick-up,1997,MITSUBISHI,Own Goods,
0,01-Jan-18,31-Dec-18,28,1202,800000,9547.51,5000032462,2001,4,7,Pick-up,2779,TOYOTA,Own Goods,
0,01-Jan-17,31-Dec-17,28,1202,800000,7846.71,5000032462,2001,4,7,Pick-up,2779,TOYOTA,Own Goods,23000
0,01-Jan-16,31-Dec-16,28,1202,800000,8321.71,5000032462,2001,4,7,Pick-up,2779,TOYOTA,Own Goods,
0,01-Jan-15,31-Dec-15,28,1202,460000,6664.45,5000032462,2001,4,7,Pick-up,2779,TOYOTA,Own Goods,
0,22-Nov-17,21-Nov-18,12,1202,400000,7949.16,5000032466,1996,4,7,Pick-up,1300,TOYOTA,Own Goods,
0,01-Jan-15,31-Dec-15,28,1202,160000,2747.83,5000032466,1996,4,7,Pick-up,1300,TOYOTA,Own Goods,
0,25-Nov-17,24-Nov-18,3,1202,160000,2429.08,5000032471,1997,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,25-Nov-16,24-Nov-17,3,1202,160000,2278.78,5000032471,1997,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,25-Nov-15,24-Nov-16,3,1202,160000,2418.53,5000032471,1997,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,01-Jan-15,31-Dec-15,28,1202,160000,2747.83,5000032471,1997,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,01-Jan-18,31-Dec-18,28,1202,200000,721.75,5000032473,1983,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,01-Jan-17,31-Dec-17,28,1202,200000,2967.07,5000032473,1983,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,01-Jan-16,31-Dec-16,28,1202,200000,3154.18,5000032473,1983,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,01-Jan-15,31-Dec-15,28,1202,160000,3001.09,5000032473,1983,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,17-Dec-17,16-Dec-18,16,1202,200000,4009.72,5000032477,1995,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,17-Dec-16,16-Dec-17,16,1202,130000,3604.53,5000032477,1995,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,26-Dec-15,25-Dec-16,11,1202,130000,3519.74,5000032477,1995,4,7,Pick-up,1812,TOYOTA,Own Goods,
0,01-Jan-15,31-Dec-15,28,1202,160000,3001.09,5000032477,1995,4,7,Pick-up,1812,TOYOTA,Own Goods,
